fixture_id,season,round,match_date,status,venue_name,venue_city,home_team_id,home_team,away_team_id,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,is_home,opponent,fenerbahce_goals,opponent_goals,result,points
1237956,2024,Regular Season - 12,2024-11-10T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1002,Sivasspor,4,0,1,0,True,Sivasspor,4,0,W,3
1237959,2024,Regular Season - 13,2024-11-23T13:00:00+00:00,FT,RHG Enertürk Enerji Stadyumu,Kayseri,1001,Kayserispor,611,Fenerbahçe,2,6,1,3,False,Kayserispor,6,2,W,3
1237974,2024,Regular Season - 14,2024-12-02T17:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3573,Gaziantep FK,3,1,1,1,True,Gaziantep FK,3,1,W,3
1237975,2024,Regular Season - 15,2024-12-07T16:00:00+00:00,FT,Tüpraş Stadyumu,İstanbul,549,Beşiktaş,611,Fenerbahçe,1,0,0,0,False,Beşiktaş,0,1,L,0
1237992,2024,Regular Season - 16,2024-12-15T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,564,Başakşehir,3,1,1,0,True,Başakşehir,3,1,W,3
1237998,2024,Regular Season - 17,2024-12-20T17:00:00+00:00,FT,Recep Tayyip Erdoğan Stadyumu,İstanbul,3588,Eyüpspor,611,Fenerbahçe,1,1,1,1,False,Eyüpspor,1,1,D,1
1238010,2024,Regular Season - 18,2025-01-05T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3575,Hatayspor,2,1,2,1,True,Hatayspor,2,1,W,3
1238015,2024,Regular Season - 19,2025-01-13T17:00:00+00:00,FT,Medaş Konya Büyükşehir Stadyumu,Konya,607,Konyaspor,611,Fenerbahçe,2,3,2,2,False,Konyaspor,3,2,W,3
1238026,2024,Regular Season - 20,2025-01-19T16:00:00+00:00,FT,Yeni Adana Stadyumu,Adana,3563,Adana Demirspor,611,Fenerbahçe,0,4,0,0,False,Adana Demirspor,4,0,W,3
1238029,2024,Regular Season - 21,2025-01-26T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,994,Göztepe,3,2,0,1,True,Göztepe,3,2,W,3
1238046,2024,Regular Season - 22,2025-02-02T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1007,Rizespor,3,2,1,2,True,Rizespor,3,2,W,3
1238049,2024,Regular Season - 23,2025-02-09T13:00:00+00:00,FT,GAIN Park Stadium,Antalya,996,Alanyaspor,611,Fenerbahçe,0,2,0,2,False,Alanyaspor,2,0,W,3
1238063,2024,Regular Season - 24,2025-02-16T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1004,Kasımpaşa,3,1,1,0,True,Kasımpaşa,3,1,W,3
1238071,2024,Regular Season - 25,2025-02-24T17:00:00+00:00,FT,RAMS Park,İstanbul,645,Galatasaray,611,Fenerbahçe,0,0,0,0,False,Galatasaray,0,0,D,1
1238082,2024,Regular Season - 26,2025-03-02T17:30:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1005,Antalyaspor,3,0,3,0,True,Antalyaspor,3,0,W,3
1238097,2024,Regular Season - 28,2025-03-16T17:30:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3603,Samsunspor,0,0,0,0,True,Samsunspor,0,0,D,1
1238109,2024,Regular Season - 29,2025-03-28T17:30:00+00:00,FT,Grey Beton Bodrum Stadyumu,Muğla,3583,Bodrum FK,611,Fenerbahçe,2,4,1,4,False,Bodrum FK,4,2,W,3
1238113,2024,Regular Season - 30,2025-04-06T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,998,Trabzonspor,4,1,0,1,True,Trabzonspor,4,1,W,3
1238119,2024,Regular Season - 31,2025-04-13T16:00:00+00:00,FT,BG Group 4 Eylül Stadyumu,Sivas,1002,Sivasspor,611,Fenerbahçe,1,3,0,1,False,Sivasspor,3,1,W,3
1238135,2024,Regular Season - 32,2025-04-20T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1001,Kayserispor,3,3,1,1,True,Kayserispor,3,3,D,1
1238145,2024,Regular Season - 33,2025-04-26T16:00:00+00:00,FT,Gaziantep Stadyumu,Gaziantep,3573,Gaziantep FK,611,Fenerbahçe,1,3,1,0,False,Gaziantep FK,3,1,W,3
1238153,2024,Regular Season - 34,2025-05-04T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,549,Beşiktaş,0,1,0,1,True,Beşiktaş,0,1,L,0
1238160,2024,Regular Season - 35,2025-05-09T17:00:00+00:00,FT,Başakşehir Fatih Terim Stadyumu,İstanbul,564,Başakşehir,611,Fenerbahçe,1,4,0,1,False,Başakşehir,4,1,W,3
1238172,2024,Regular Season - 36,2025-05-18T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3588,Eyüpspor,2,1,1,0,True,Eyüpspor,2,1,W,3
1238174,2024,Regular Season - 37,2025-05-26T17:00:00+00:00,FT,Mersin Stadyumu,Mersin,3575,Hatayspor,611,Fenerbahçe,4,2,1,1,False,Hatayspor,2,4,L,0
1238185,2024,Regular Season - 38,2025-05-31T13:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,607,Konyaspor,2,1,0,1,True,Konyaspor,2,1,W,3
