fixture_id,season,round,match_date,status,venue_name,venue_city,home_team_id,home_team,away_team_id,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,is_home,opponent,fenerbahce_goals,opponent_goals,result,points
1074707,2023,Regular Season - 11,2023-11-04T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,998,Trabzonspor,2,3,0,1,True,Trabzonspor,2,3,L,0
1074714,2023,Regular Season - 12,2023-11-12T16:00:00+00:00,FT,Yeni Adana Stadyumu,Adana,3563,Adana Demirspor,611,Fenerbahçe,0,0,0,0,False,Adana Demirspor,0,0,D,1
1074727,2023,Regular Season - 13,2023-11-26T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3589,Fatih Karagümrük,2,1,0,1,True,Fatih Karagümrük,2,1,W,3
1074737,2023,Regular Season - 14,2023-12-04T17:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1002,Sivasspor,4,1,2,0,True,Sivasspor,4,1,W,3
1074747,2023,Regular Season - 15,2023-12-09T16:00:00+00:00,FT,Tüpraş Stadyumu,İstanbul,549,Beşiktaş,611,Fenerbahçe,1,3,1,1,False,Beşiktaş,3,1,W,3
1074760,2023,Regular Season - 17,2023-12-20T14:00:00+00:00,FT,RHG Enertürk Enerji Stadyumu,Kayseri,1001,Kayserispor,611,Fenerbahçe,3,4,1,2,False,Kayserispor,4,3,W,3
1074777,2023,Regular Season - 18,2023-12-24T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,645,Galatasaray,0,0,0,0,True,Galatasaray,0,0,D,1
1074781,2023,Regular Season - 19,2024-01-07T13:00:00+00:00,FT,Atatürk Olimpiyat Stadı,İstanbul,3578,İstanbulspor,611,Fenerbahçe,1,5,1,4,False,İstanbulspor,5,1,W,3
1074757,2023,Regular Season - 16,2024-01-10T17:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,607,Konyaspor,7,1,5,0,True,Konyaspor,7,1,W,3
1074797,2023,Regular Season - 20,2024-01-14T16:00:00+00:00,FT,Kalyon Stadyumu,Gaziantep,3573,Gaziantep FK,611,Fenerbahçe,0,1,0,0,False,Gaziantep FK,1,0,W,3
1074803,2023,Regular Season - 21,2024-01-21T13:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3603,Samsunspor,1,1,1,0,True,Samsunspor,1,1,D,1
1074817,2023,Regular Season - 22,2024-01-24T17:00:00+00:00,FT,Başakşehir Fatih Terim Stadyumu,İstanbul,564,Başakşehir,611,Fenerbahçe,0,1,0,0,False,Başakşehir,1,0,W,3
1074828,2023,Regular Season - 23,2024-01-28T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1010,Ankaragücü,2,1,2,1,True,Ankaragücü,2,1,W,3
1074837,2023,Regular Season - 24,2024-02-03T16:00:00+00:00,FT,Corendon Airlines Park,Antalya,1005,Antalyaspor,611,Fenerbahçe,0,2,0,1,False,Antalyaspor,2,0,W,3
1074843,2023,Regular Season - 25,2024-02-11T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,996,Alanyaspor,2,2,0,1,True,Alanyaspor,2,2,D,1
1074857,2023,Regular Season - 26,2024-02-17T16:00:00+00:00,FT,Çaykur Didi Stadyumu,Rize,1007,Rizespor,611,Fenerbahçe,1,3,1,0,False,Rizespor,3,1,W,3
1074862,2023,Regular Season - 27,2024-02-24T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1004,Kasımpaşa,2,1,0,0,True,Kasımpaşa,2,1,W,3
1074877,2023,Regular Season - 28,2024-03-02T16:00:00+00:00,FT,Mersin Stadyumu,Mersin,3575,Hatayspor,611,Fenerbahçe,0,2,0,2,False,Hatayspor,2,0,W,3
1074881,2023,Regular Season - 29,2024-03-10T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3601,Pendikspor,4,1,0,1,True,Pendikspor,4,1,W,3
1074897,2023,Regular Season - 30,2024-03-17T17:30:00+00:00,FT,Papara Park,Trabzon,998,Trabzonspor,611,Fenerbahçe,2,3,0,2,False,Trabzonspor,3,2,W,3
1074904,2023,Regular Season - 31,2024-04-03T17:30:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3563,Adana Demirspor,4,2,1,1,True,Adana Demirspor,4,2,W,3
1074917,2023,Regular Season - 32,2024-04-14T16:00:00+00:00,FT,Atatürk Olimpiyat Stadı,İstanbul,3589,Fatih Karagümrük,611,Fenerbahçe,1,2,1,0,False,Fatih Karagümrük,2,1,W,3
1074927,2023,Regular Season - 33,2024-04-22T17:00:00+00:00,FT,BG Group 4 Eylül Stadyumu,Sivas,1002,Sivasspor,611,Fenerbahçe,2,2,0,1,False,Sivasspor,2,2,D,1
1074937,2023,Regular Season - 34,2024-04-27T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,549,Beşiktaş,2,1,1,0,True,Beşiktaş,2,1,W,3
1074947,2023,Regular Season - 35,2024-05-06T17:00:00+00:00,FT,Medaş Konya Büyükşehir Stadyumu,Konya,607,Konyaspor,611,Fenerbahçe,0,0,0,0,False,Konyaspor,0,0,D,1
1074950,2023,Regular Season - 36,2024-05-12T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,1001,Kayserispor,3,0,2,0,True,Kayserispor,3,0,W,3
1074967,2023,Regular Season - 37,2024-05-19T16:00:00+00:00,FT,RAMS Park,İstanbul,645,Galatasaray,611,Fenerbahçe,0,1,0,0,False,Galatasaray,1,0,W,3
1074971,2023,Regular Season - 38,2024-05-26T16:00:00+00:00,FT,Ülker Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,611,Fenerbahçe,3578,İstanbulspor,6,0,3,0,True,İstanbulspor,6,0,W,3
